District,MSOA21,MSOACD21,Topic,Indicator,Measure,Source,JSNA Chapter link,Value,Lower CI,Upper CI
Winchester,Winchester 014,E02004842 ,Lives,Obesity in reception age children (2021/22 - 2023/24),Value = Percentage of children aged 4-5 years living with obesity or severe obesity ,Data source: Fingertips 93105 (2024),JSNA Chapter Link: JSNA Healthy Lives,10,,
Basingstoke and Deane,Basingstoke and Deane 001,E02004675 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.2143,,
Basingstoke and Deane,Basingstoke and Deane 002,E02004676 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.3913,,
Basingstoke and Deane,Basingstoke and Deane 003,E02004677 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.6667,,
Basingstoke and Deane,Basingstoke and Deane 004,E02004678 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.6471,,
Basingstoke and Deane,Basingstoke and Deane 005,E02004679 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.1818,,
Basingstoke and Deane,Basingstoke and Deane 006,E02004680 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,11.7647,,
Basingstoke and Deane,Basingstoke and Deane 007,E02004681 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,24.8175,,
Basingstoke and Deane,Basingstoke and Deane 008,E02004682 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.4603,,
Basingstoke and Deane,Basingstoke and Deane 009,E02004683 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.5294,,
Basingstoke and Deane,Basingstoke and Deane 010,E02004684 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,22.2222,,
Basingstoke and Deane,Basingstoke and Deane 011,E02004685 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.4444,,
Basingstoke and Deane,Basingstoke and Deane 012,E02004686 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,25.4902,,
Basingstoke and Deane,Basingstoke and Deane 013,E02004687 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,25,,
Basingstoke and Deane,Basingstoke and Deane 014,E02004688 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.4286,,
Basingstoke and Deane,Basingstoke and Deane 015,E02004689 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.625,,
Basingstoke and Deane,Basingstoke and Deane 016,E02004690 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,25,,
Basingstoke and Deane,Basingstoke and Deane 017,E02004691 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.1515,,
Basingstoke and Deane,Basingstoke and Deane 018,E02004692 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.1951,,
Basingstoke and Deane,Basingstoke and Deane 019,E02004693 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,22.4138,,
Basingstoke and Deane,Basingstoke and Deane 020,E02004694 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,11.1111,,
Basingstoke and Deane,Basingstoke and Deane 021,E02004695 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.1515,,
Basingstoke and Deane,Basingstoke and Deane 022,E02004696 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,13.7255,,
East Hampshire,East Hampshire 001,E02004697 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.625,,
East Hampshire,East Hampshire 002,E02004698 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.5128,,
East Hampshire,East Hampshire 003,E02004699 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.7895,,
East Hampshire,East Hampshire 004,E02004700 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.8182,,
East Hampshire,East Hampshire 006,E02004702 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,24,,
East Hampshire,East Hampshire 007,E02004703 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,13.8462,,
East Hampshire,East Hampshire 008,E02004704 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.0526,,
East Hampshire,East Hampshire 009,E02004705 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
East Hampshire,East Hampshire 010,E02004706 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
East Hampshire,East Hampshire 011,E02004707 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,11.3208,,
East Hampshire,East Hampshire 012,E02004708 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.3333,,
East Hampshire,East Hampshire 013,E02004709 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.0351,,
East Hampshire,East Hampshire 014,E02004710 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.0732,,
East Hampshire,East Hampshire 016,E02006829 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.1429,,
East Hampshire,East Hampshire 017,E02006838 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.5185,,
Eastleigh,Eastleigh 001,E02004712 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.8205,,
Eastleigh,Eastleigh 002,E02004713 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.3333,,
Eastleigh,Eastleigh 003,E02004714 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.75,,
Eastleigh,Eastleigh 004,E02004715 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.9677,,
Eastleigh,Eastleigh 005,E02004716 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.6429,,
Eastleigh,Eastleigh 006,E02004717 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,22.2222,,
Eastleigh,Eastleigh 007,E02004718 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,25.9259,,
Eastleigh,Eastleigh 008,E02004719 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.8649,,
Eastleigh,Eastleigh 009,E02004720 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.1875,,
Eastleigh,Eastleigh 010,E02004721 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,13.6,,
Eastleigh,Eastleigh 011,E02004722 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.3077,,
Eastleigh,Eastleigh 012,E02004723 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.942,,
Eastleigh,Eastleigh 013,E02004724 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,25,,
Eastleigh,Eastleigh 014,E02004725 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.1818,,
Eastleigh,Eastleigh 015,E02004726 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.5882,,
Fareham,Fareham 001,E02004727 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.2857,,
Fareham,Fareham 002,E02004728 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,24.4898,,
Fareham,Fareham 003,E02004729 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.2174,,
Fareham,Fareham 004,E02004730 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.1489,,
Fareham,Fareham 005,E02004731 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.2791,,
Fareham,Fareham 006,E02004732 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.9492,,
Fareham,Fareham 007,E02004733 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.7778,,
Fareham,Fareham 008,E02004734 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.3846,,
Fareham,Fareham 009,E02004735 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.9487,,
Fareham,Fareham 010,E02004736 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.8679,,
Fareham,Fareham 011,E02004737 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.8679,,
Fareham,Fareham 012,E02004738 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.9091,,
Fareham,Fareham 013,E02004739 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.6471,,
Fareham,Fareham 014,E02004740 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.2162,,
Gosport,Gosport 001,E02004741 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.5294,,
Gosport,Gosport 002,E02004742 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,26.8293,,
Gosport,Gosport 003,E02004743 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.913,,
Gosport,Gosport 004,E02004744 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,29.7872,,
Gosport,Gosport 005,E02004745 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,28.3019,,
Gosport,Gosport 006,E02004746 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.1818,,
Gosport,Gosport 007,E02004747 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,24.3902,,
Gosport,Gosport 008,E02004748 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,28.5714,,
Gosport,Gosport 009,E02004749 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.9302,,
Gosport,Gosport 010,E02004750 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,20.9302,,
Hart,Hart 001,E02004751 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.3265,,
Hart,Hart 002,E02004752 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16,,
Hart,Hart 003,E02004753 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.7391,,
Hart,Hart 004,E02004754 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.6667,,
Hart,Hart 005,E02004755 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,15.7303,,
Hart,Hart 006,E02004756 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.0845,,
Hart,Hart 007,E02004757 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,11.8644,,
Hart,Hart 008,E02004758 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,13.1148,,
Hart,Hart 009,E02004759 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,10.5263,,
Hart,Hart 010,E02004760 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.0213,,
Hart,Hart 011,E02004761 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,12.1212,,
Havant,Havant 003,E02004764 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,24.3243,,
Havant,Havant 004,E02004765 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,16.2162,,
Havant,Havant 005,E02004766 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,25.5814,,
Havant,Havant 006,E02004767 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,29.8246,,
Havant,Havant 007,E02004768 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,27.5,,
Havant,Havant 008,E02004769 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.8095,,
Havant,Havant 009,E02004770 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,32.3077,,
Havant,Havant 010,E02004771 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,28.169,,
Havant,Havant 011,E02004772 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.8571,,
Havant,Havant 013,E02004774 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.5833,,
Havant,Havant 014,E02004775 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.2308,,
Havant,Havant 015,E02004776 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,14.8148,,
Havant,Havant 016,E02004777 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,28.5714,,
Havant,Havant 017,E02004778 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,17.8571,,
Havant,Havant 018,E02006822 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.6441,,
Havant,Havant 019,E02006830 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,26.5306,,
Havant,Havant 020,E02006831 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,23.5294,,
New Forest,New Forest 001,E02004779 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,21.5686,,
New Forest,New Forest 002,E02004780 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,24.3902,,
New Forest,New Forest 003,E02004781 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,18.1818,,
New Forest,New Forest 004,E02004782 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.1489,,
New Forest,New Forest 005,E02004783 ,Lives,Obesity in year 6 children (2021/22 - 2023/24),Value = Percentage of children aged 10-11 years living with obesity or severe obesity ,Data source: Fingertips 93107 (2024),JSNA Chapter Link: JSNA Healthy Lives,19.1489,,
