District,MSOA21,MSOACD21,Topic,Indicator,Measure,Source,JSNA Chapter link,Value,Lower CI,Upper CI
Fareham,Fareham 013,E02004739 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1375.0,,
Fareham,Fareham 014,E02004740 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1275.0,,
Gosport,Gosport 001,E02004741 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1651.0,,
Gosport,Gosport 002,E02004742 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1717.0,,
Gosport,Gosport 003,E02004743 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1273.0,,
Gosport,Gosport 004,E02004744 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1802.0,,
Gosport,Gosport 005,E02004745 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1756.0,,
Gosport,Gosport 006,E02004746 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",2133.0,,
Gosport,Gosport 007,E02004747 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1314.0,,
Gosport,Gosport 008,E02004748 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",2229.0,,
Gosport,Gosport 009,E02004749 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1359.0,,
Gosport,Gosport 010,E02004750 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1482.0,,
Hart,Hart 001,E02004751 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1309.0,,
Hart,Hart 002,E02004752 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",963.0,,
Hart,Hart 003,E02004753 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1511.0,,
Hart,Hart 004,E02004754 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",950.0,,
Hart,Hart 005,E02004755 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1413.0,,
Hart,Hart 006,E02004756 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1168.0,,
Hart,Hart 007,E02004757 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1041.0,,
Hart,Hart 008,E02004758 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1292.0,,
Hart,Hart 009,E02004759 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1111.0,,
Hart,Hart 010,E02004760 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1272.0,,
Hart,Hart 011,E02004761 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",819.0,,
Havant,Havant 003,E02004764 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1637.0,,
Havant,Havant 004,E02004765 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",912.0,,
Havant,Havant 005,E02004766 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1663.0,,
Havant,Havant 006,E02004767 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1260.0,,
Havant,Havant 007,E02004768 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1016.0,,
Havant,Havant 008,E02004769 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1436.0,,
Havant,Havant 009,E02004770 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1521.0,,
Havant,Havant 010,E02004771 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",2004.0,,
Havant,Havant 011,E02004772 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1640.0,,
Havant,Havant 013,E02004774 ,Demography,Disabled under the Equality Act (2021),Value = Number of residents,Data source: Census 2021 (Extracted via NOMIS TS038),"JSNA Chapter link: JSNA Demography, JSNA Health of the Working Age Population",1855.0,,
